altitude[km]	temperature[k]	pressure[hPa]	depth[mg/cm2]	density[mg/cm3]	ndensity[#/cm3]	Hydrogen[%mass]	Helium[%mass]	Oxygen[%mass]	Nitrogen[%mass]	Argon[%mass]
291.2	1255.42	1.49652e-07	0.000162442	3.1206e-11	8.63179e+08		0.000191206	0.0149564	39.1466	60.7838	0.0544673
291.1	1255.36	1.49933e-07	0.000162754	3.12709e-11	8.64844e+08		0.000190835	0.014931	39.124	60.8064	0.0545452
291	1255.29	1.50215e-07	0.000163067	3.13359e-11	8.66513e+08		0.000190465	0.0149056	39.1014	60.8289	0.0546233
290.9	1255.23	1.50497e-07	0.000163381	3.1401e-11	8.68186e+08		0.000190095	0.0148803	39.0788	60.8514	0.0547014
290.8	1255.16	1.5078e-07	0.000163695	3.14663e-11	8.69862e+08		0.000189726	0.014855	39.0562	60.8739	0.0547797
290.7	1255.1	1.51063e-07	0.00016401	3.15317e-11	8.71542e+08		0.000189357	0.0148298	39.0337	60.8965	0.054858
290.6	1255.03	1.51347e-07	0.000164326	3.15973e-11	8.73226e+08		0.000188989	0.0148046	39.0111	60.919	0.0549365
290.5	1254.96	1.51632e-07	0.000164642	3.16631e-11	8.74913e+08		0.000188622	0.0147794	38.9885	60.9415	0.0550151
290.4	1254.9	1.51917e-07	0.000164959	3.1729e-11	8.76605e+08		0.000188255	0.0147543	38.966	60.964	0.0550938
290.3	1254.83	1.52203e-07	0.000165276	3.17951e-11	8.783e+08		0.000187889	0.0147292	38.9434	60.9865	0.0551726
290.2	1254.77	1.52489e-07	0.000165595	3.18613e-11	8.79998e+08		0.000187524	0.0147041	38.9209	61.009	0.0552514
290.1	1254.7	1.52776e-07	0.000165914	3.19277e-11	8.81701e+08		0.000187159	0.0146791	38.8983	61.0315	0.0553304
290	1254.63	1.53063e-07	0.000166233	3.19942e-11	8.83407e+08		0.000186795	0.0146541	38.8758	61.054	0.0554095
289.9	1254.57	1.53352e-07	0.000166554	3.20609e-11	8.85117e+08		0.000186432	0.0146291	38.8532	61.0765	0.0554888
289.8	1254.5	1.5364e-07	0.000166875	3.21277e-11	8.86831e+08		0.000186069	0.0146042	38.8307	61.0989	0.0555681
289.7	1254.43	1.5393e-07	0.000167196	3.21947e-11	8.88548e+08		0.000185707	0.0145793	38.8082	61.1214	0.0556475
289.6	1254.37	1.5422e-07	0.000167518	3.22619e-11	8.90269e+08		0.000185345	0.0145545	38.7857	61.1439	0.055727
289.5	1254.3	1.5451e-07	0.000167841	3.23292e-11	8.91995e+08		0.000184984	0.0145297	38.7631	61.1663	0.0558067
289.4	1254.23	1.54802e-07	0.000168165	3.23966e-11	8.93724e+08		0.000184624	0.0145049	38.7406	61.1888	0.0558864
289.3	1254.17	1.55094e-07	0.000168489	3.24643e-11	8.95457e+08		0.000184265	0.0144801	38.7181	61.2113	0.0559662
289.2	1254.1	1.55386e-07	0.000168814	3.2532e-11	8.97193e+08		0.000183906	0.0144554	38.6956	61.2337	0.0560462
289.1	1254.03	1.55679e-07	0.00016914	3.26e-11	8.98934e+08		0.000183547	0.0144308	38.6731	61.2561	0.0561262
289	1253.96	1.55973e-07	0.000169466	3.26681e-11	9.00678e+08		0.000183189	0.0144061	38.6506	61.2786	0.0562064
288.9	1253.9	1.56267e-07	0.000169793	3.27364e-11	9.02426e+08		0.000182832	0.0143815	38.6281	61.301	0.0562867
288.8	1253.83	1.56562e-07	0.000170121	3.28048e-11	9.04179e+08		0.000182476	0.014357	38.6056	61.3235	0.0563671
288.7	1253.76	1.56858e-07	0.000170449	3.28733e-11	9.05934e+08		0.00018212	0.0143325	38.5832	61.3459	0.0564476
288.6	1253.69	1.57154e-07	0.000170778	3.29421e-11	9.07694e+08		0.000181765	0.014308	38.5607	61.3683	0.0565282
288.5	1253.63	1.57451e-07	0.000171108	3.3011e-11	9.09458e+08		0.00018141	0.0142835	38.5382	61.3907	0.0566089
288.4	1253.56	1.57748e-07	0.000171439	3.30801e-11	9.11226e+08		0.000181056	0.0142591	38.5158	61.4131	0.0566897
288.3	1253.49	1.58046e-07	0.00017177	3.31493e-11	9.12998e+08		0.000180703	0.0142347	38.4933	61.4355	0.0567706
288.2	1253.42	1.58345e-07	0.000172102	3.32187e-11	9.14773e+08		0.00018035	0.0142104	38.4708	61.4579	0.0568516
288.1	1253.35	1.58644e-07	0.000172434	3.32883e-11	9.16553e+08		0.000179998	0.0141861	38.4484	61.4803	0.0569328
288	1253.28	1.58944e-07	0.000172767	3.3358e-11	9.18337e+08		0.000179646	0.0141618	38.4259	61.5027	0.057014
287.9	1253.21	1.59245e-07	0.000173101	3.34279e-11	9.20124e+08		0.000179295	0.0141375	38.4035	61.5251	0.0570954
287.8	1253.14	1.59546e-07	0.000173436	3.34979e-11	9.21916e+08		0.000178945	0.0141133	38.3811	61.5475	0.0571769
287.7	1253.08	1.59848e-07	0.000173771	3.35681e-11	9.23711e+08		0.000178595	0.0140892	38.3586	61.5698	0.0572584
287.6	1253.01	1.60151e-07	0.000174107	3.36385e-11	9.25511e+08		0.000178246	0.014065	38.3362	61.5922	0.0573401
287.5	1252.94	1.60454e-07	0.000174444	3.37091e-11	9.27314e+08		0.000177898	0.0140409	38.3138	61.6146	0.0574219
287.4	1252.87	1.60758e-07	0.000174782	3.37798e-11	9.29122e+08		0.00017755	0.0140169	38.2914	61.6369	0.0575038
287.3	1252.8	1.61062e-07	0.00017512	3.38507e-11	9.30934e+08		0.000177202	0.0139928	38.2689	61.6593	0.0575859
287.2	1252.73	1.61367e-07	0.000175459	3.39217e-11	9.32749e+08		0.000176856	0.0139688	38.2465	61.6816	0.057668
287.1	1252.66	1.61673e-07	0.000175798	3.39929e-11	9.34569e+08		0.00017651	0.0139449	38.2241	61.704	0.0577502
287	1252.59	1.61979e-07	0.000176138	3.40643e-11	9.36393e+08		0.000176164	0.0139209	38.2017	61.7263	0.0578326
286.9	1252.52	1.62287e-07	0.000176479	3.41358e-11	9.38221e+08		0.00017582	0.013897	38.1793	61.7487	0.057915
286.8	1252.45	1.62594e-07	0.000176821	3.42076e-11	9.40053e+08		0.000175475	0.0138732	38.157	61.771	0.0579976
286.7	1252.38	1.62903e-07	0.000177164	3.42794e-11	9.41888e+08		0.000175132	0.0138494	38.1346	61.7933	0.0580802
286.6	1252.31	1.63212e-07	0.000177507	3.43515e-11	9.43729e+08		0.000174789	0.0138256	38.1122	61.8156	0.058163
286.5	1252.24	1.63521e-07	0.000177851	3.44237e-11	9.45573e+08		0.000174446	0.0138018	38.0898	61.8379	0.0582459
286.4	1252.16	1.63832e-07	0.000178195	3.44961e-11	9.47422e+08		0.000174105	0.0137781	38.0675	61.8603	0.058329
286.3	1252.09	1.64143e-07	0.000178541	3.45687e-11	9.49274e+08		0.000173763	0.0137544	38.0451	61.8826	0.0584121
286.2	1252.02	1.64454e-07	0.000178887	3.46414e-11	9.5113e+08		0.000173423	0.0137308	38.0227	61.9049	0.0584953
286.1	1251.95	1.64767e-07	0.000179233	3.47144e-11	9.52991e+08		0.000173083	0.0137072	38.0004	61.9272	0.0585786
286	1251.88	1.6508e-07	0.000179581	3.47874e-11	9.54857e+08		0.000172743	0.0136836	37.978	61.9494	0.0586621
285.9	1251.81	1.65394e-07	0.000179929	3.48607e-11	9.56726e+08		0.000172405	0.01366	37.9557	61.9717	0.0587457
285.8	1251.74	1.65708e-07	0.000180278	3.49342e-11	9.58599e+08		0.000172066	0.0136365	37.9334	61.994	0.0588294
285.7	1251.66	1.66023e-07	0.000180628	3.50077e-11	9.60477e+08		0.000171729	0.013613	37.911	62.0163	0.0589131
285.6	1251.59	1.66339e-07	0.000180978	3.50815e-11	9.62358e+08		0.000171392	0.0135896	37.8887	62.0385	0.058997
285.5	1251.52	1.66655e-07	0.000181329	3.51555e-11	9.64245e+08		0.000171055	0.0135662	37.8664	62.0608	0.0590811
285.4	1251.45	1.66972e-07	0.000181681	3.52296e-11	9.66135e+08		0.000170719	0.0135428	37.8441	62.0831	0.0591652
285.3	1251.38	1.6729e-07	0.000182034	3.53039e-11	9.6803e+08		0.000170384	0.0135195	37.8217	62.1053	0.0592494
285.2	1251.3	1.67608e-07	0.000182387	3.53784e-11	9.69928e+08		0.00017005	0.0134962	37.7994	62.1276	0.0593338
285.1	1251.23	1.67927e-07	0.000182742	3.54531e-11	9.71831e+08		0.000169716	0.0134729	37.7771	62.1498	0.0594182
285	1251.16	1.68247e-07	0.000183096	3.55279e-11	9.73739e+08		0.000169382	0.0134497	37.7548	62.172	0.0595028
284.9	1251.08	1.68568e-07	0.000183452	3.56029e-11	9.7565e+08		0.000169049	0.0134264	37.7325	62.1943	0.0595875
284.8	1251.01	1.68889e-07	0.000183809	3.56781e-11	9.77566e+08		0.000168717	0.0134033	37.7103	62.2165	0.0596723
284.7	1250.94	1.69211e-07	0.000184166	3.57535e-11	9.79486e+08		0.000168385	0.0133801	37.688	62.2387	0.0597572
284.6	1250.86	1.69533e-07	0.000184524	3.58291e-11	9.81411e+08		0.000168054	0.013357	37.6657	62.2609	0.0598423
284.5	1250.79	1.69857e-07	0.000184882	3.59048e-11	9.8334e+08		0.000167724	0.013334	37.6434	62.2831	0.0599274
284.4	1250.72	1.7018e-07	0.000185242	3.59807e-11	9.85273e+08		0.000167394	0.0133109	37.6212	62.3053	0.0600127
284.3	1250.64	1.70505e-07	0.000185602	3.60568e-11	9.87211e+08		0.000167064	0.0132879	37.5989	62.3275	0.0600981
284.2	1250.57	1.7083e-07	0.000185963	3.61331e-11	9.89153e+08		0.000166736	0.013265	37.5767	62.3497	0.0601836
284.1	1250.5	1.71156e-07	0.000186325	3.62095e-11	9.91099e+08		0.000166407	0.013242	37.5544	62.3719	0.0602692
284	1250.42	1.71483e-07	0.000186687	3.62862e-11	9.9305e+08		0.00016608	0.0132191	37.5322	62.3941	0.0603549
283.9	1250.35	1.71811e-07	0.00018705	3.6363e-11	9.95005e+08		0.000165753	0.0131963	37.5099	62.4163	0.0604407
283.8	1250.27	1.72139e-07	0.000187414	3.644e-11	9.96965e+08		0.000165426	0.0131734	37.4877	62.4385	0.0605267
283.7	1250.2	1.72467e-07	0.000187779	3.65172e-11	9.98929e+08		0.0001651	0.0131506	37.4655	62.4606	0.0606127
283.6	1250.12	1.72797e-07	0.000188145	3.65946e-11	1.0009e+09		0.000164775	0.0131279	37.4432	62.4828	0.0606989
283.5	1250.05	1.73127e-07	0.000188511	3.66721e-11	1.00287e+09		0.00016445	0.0131051	37.421	62.5049	0.0607852
283.4	1249.97	1.73458e-07	0.000188878	3.67499e-11	1.00485e+09		0.000164126	0.0130824	37.3988	62.5271	0.0608716
283.3	1249.9	1.7379e-07	0.000189246	3.68278e-11	1.00683e+09		0.000163803	0.0130598	37.3766	62.5492	0.0609582
283.2	1249.82	1.74122e-07	0.000189615	3.69059e-11	1.00882e+09		0.00016348	0.0130371	37.3544	62.5714	0.0610448
283.1	1249.75	1.74455e-07	0.000189984	3.69842e-11	1.01081e+09		0.000163157	0.0130145	37.3322	62.5935	0.0611316
283	1249.67	1.74789e-07	0.000190354	3.70627e-11	1.0128e+09		0.000162835	0.012992	37.31	62.6156	0.0612184
282.9	1249.6	1.75124e-07	0.000190725	3.71414e-11	1.0148e+09		0.000162514	0.0129694	37.2878	62.6378	0.0613054
282.8	1249.52	1.75459e-07	0.000191097	3.72202e-11	1.01681e+09		0.000162193	0.0129469	37.2656	62.6599	0.0613926
282.7	1249.44	1.75795e-07	0.00019147	3.72993e-11	1.01881e+09		0.000161873	0.0129245	37.2435	62.682	0.0614798
282.6	1249.37	1.76131e-07	0.000191843	3.73785e-11	1.02083e+09		0.000161554	0.012902	37.2213	62.7041	0.0615671
282.5	1249.29	1.76469e-07	0.000192217	3.7458e-11	1.02285e+09		0.000161235	0.0128796	37.1991	62.7262	0.0616546
282.4	1249.22	1.76807e-07	0.000192592	3.75376e-11	1.02487e+09		0.000160916	0.0128572	37.177	62.7483	0.0617422
282.3	1249.14	1.77146e-07	0.000192968	3.76174e-11	1.0269e+09		0.000160598	0.0128349	37.1548	62.7704	0.0618299
282.2	1249.06	1.77485e-07	0.000193345	3.76974e-11	1.02893e+09		0.000160281	0.0128126	37.1327	62.7925	0.0619177
282.1	1248.99	1.77826e-07	0.000193722	3.77776e-11	1.03096e+09		0.000159964	0.0127903	37.1105	62.8145	0.0620056
282	1248.91	1.78167e-07	0.0001941	3.7858e-11	1.03301e+09		0.000159648	0.0127681	37.0884	62.8366	0.0620937
281.9	1248.83	1.78509e-07	0.000194479	3.79386e-11	1.03505e+09		0.000159333	0.0127459	37.0662	62.8587	0.0621818
281.8	1248.75	1.78851e-07	0.000194859	3.80193e-11	1.0371e+09		0.000159018	0.0127237	37.0441	62.8807	0.0622701
281.7	1248.68	1.79194e-07	0.00019524	3.81003e-11	1.03916e+09		0.000158703	0.0127016	37.022	62.9028	0.0623585
281.6	1248.6	1.79538e-07	0.000195621	3.81814e-11	1.04122e+09		0.000158389	0.0126795	36.9999	62.9248	0.062447
281.5	1248.52	1.79883e-07	0.000196003	3.82628e-11	1.04328e+09		0.000158076	0.0126574	36.9778	62.9469	0.0625357
281.4	1248.44	1.80229e-07	0.000196386	3.83444e-11	1.04535e+09		0.000157763	0.0126354	36.9557	62.9689	0.0626244
281.3	1248.36	1.80575e-07	0.00019677	3.84261e-11	1.04742e+09		0.000157451	0.0126134	36.9336	62.991	0.0627133
281.2	1248.29	1.80922e-07	0.000197155	3.8508e-11	1.0495e+09		0.000157139	0.0125914	36.9115	63.013	0.0628023
281.1	1248.21	1.8127e-07	0.00019754	3.85902e-11	1.05159e+09		0.000156828	0.0125694	36.8894	63.035	0.0628914
281	1248.13	1.81618e-07	0.000197927	3.86725e-11	1.05367e+09		0.000156517	0.0125475	36.8673	63.057	0.0629807
280.9	1248.05	1.81968e-07	0.000198314	3.87551e-11	1.05577e+09		0.000156207	0.0125256	36.8452	63.079	0.06307
280.8	1247.97	1.82318e-07	0.000198702	3.88378e-11	1.05786e+09		0.000155898	0.0125038	36.8231	63.101	0.0631595
280.7	1247.89	1.82668e-07	0.00019909	3.89207e-11	1.05997e+09		0.000155589	0.012482	36.8011	63.123	0.0632491
280.6	1247.81	1.8302e-07	0.00019948	3.90039e-11	1.06207e+09		0.000155281	0.0124602	36.779	63.145	0.0633388
280.5	1247.73	1.83372e-07	0.000199871	3.90872e-11	1.06419e+09		0.000154973	0.0124384	36.757	63.167	0.0634287
280.4	1247.66	1.83725e-07	0.000200262	3.91707e-11	1.0663e+09		0.000154666	0.0124167	36.7349	63.189	0.0635186
280.3	1247.58	1.84079e-07	0.000200654	3.92545e-11	1.06842e+09		0.000154359	0.012395	36.7129	63.211	0.0636087
280.2	1247.5	1.84434e-07	0.000201047	3.93384e-11	1.07055e+09		0.000154053	0.0123734	36.6908	63.233	0.0636989
280.1	1247.42	1.84789e-07	0.000201441	3.94225e-11	1.07268e+09		0.000153747	0.0123518	36.6688	63.2549	0.0637892
280	1247.34	1.85145e-07	0.000201835	3.95069e-11	1.07482e+09		0.000153442	0.0123302	36.6468	63.2769	0.0638797
279.9	1247.26	1.85502e-07	0.000202231	3.95914e-11	1.07696e+09		0.000153137	0.0123086	36.6247	63.2988	0.0639702
279.8	1247.18	1.8586e-07	0.000202627	3.96762e-11	1.07911e+09		0.000152833	0.0122871	36.6027	63.3208	0.0640609
279.7	1247.1	1.86218e-07	0.000203024	3.97611e-11	1.08126e+09		0.00015253	0.0122656	36.5807	63.3427	0.0641517
279.6	1247.01	1.86577e-07	0.000203422	3.98463e-11	1.08341e+09		0.000152227	0.0122441	36.5587	63.3647	0.0642426
279.5	1246.93	1.86937e-07	0.000203821	3.99316e-11	1.08557e+09		0.000151925	0.0122227	36.5367	63.3866	0.0643337
279.4	1246.85	1.87298e-07	0.000204221	4.00172e-11	1.08774e+09		0.000151623	0.0122013	36.5147	63.4085	0.0644249
279.3	1246.77	1.8766e-07	0.000204622	4.0103e-11	1.08991e+09		0.000151322	0.0121799	36.4927	63.4304	0.0645162
279.2	1246.69	1.88022e-07	0.000205023	4.0189e-11	1.09209e+09		0.000151021	0.0121586	36.4707	63.4523	0.0646076
279.1	1246.61	1.88385e-07	0.000205425	4.02752e-11	1.09427e+09		0.000150721	0.0121373	36.4488	63.4742	0.0646991
279	1246.53	1.88749e-07	0.000205829	4.03616e-11	1.09645e+09		0.000150421	0.012116	36.4268	63.4962	0.0647908
278.9	1246.45	1.89114e-07	0.000206233	4.04482e-11	1.09864e+09		0.000150122	0.0120948	36.4048	63.518	0.0648826
278.8	1246.36	1.8948e-07	0.000206638	4.0535e-11	1.10084e+09		0.000149823	0.0120736	36.3829	63.5399	0.0649745
278.7	1246.28	1.89846e-07	0.000207043	4.0622e-11	1.10304e+09		0.000149525	0.0120524	36.3609	63.5618	0.0650665
278.6	1246.2	1.90213e-07	0.00020745	4.07093e-11	1.10524e+09		0.000149228	0.0120312	36.339	63.5837	0.0651587
278.5	1246.12	1.90581e-07	0.000207858	4.07967e-11	1.10746e+09		0.000148931	0.0120101	36.317	63.6056	0.065251
278.4	1246.04	1.9095e-07	0.000208266	4.08844e-11	1.10967e+09		0.000148634	0.011989	36.2951	63.6274	0.0653434
278.3	1245.95	1.91319e-07	0.000208675	4.09723e-11	1.11189e+09		0.000148339	0.011968	36.2732	63.6493	0.0654359
278.2	1245.87	1.91689e-07	0.000209085	4.10604e-11	1.11412e+09		0.000148043	0.011947	36.2512	63.6711	0.0655285
278.1	1245.79	1.92061e-07	0.000209496	4.11487e-11	1.11635e+09		0.000147748	0.011926	36.2293	63.693	0.0656213
278	1245.7	1.92433e-07	0.000209908	4.12372e-11	1.11859e+09		0.000147454	0.011905	36.2074	63.7148	0.0657142
277.9	1245.62	1.92805e-07	0.000210321	4.13259e-11	1.12083e+09		0.00014716	0.0118841	36.1855	63.7367	0.0658073
277.8	1245.54	1.93179e-07	0.000210735	4.14149e-11	1.12308e+09		0.000146867	0.0118632	36.1636	63.7585	0.0659004
277.7	1245.45	1.93553e-07	0.000211149	4.1504e-11	1.12533e+09		0.000146574	0.0118423	36.1417	63.7803	0.0659937
277.6	1245.37	1.93928e-07	0.000211565	4.15934e-11	1.12759e+09		0.000146282	0.0118215	36.1198	63.8021	0.0660871
277.5	1245.29	1.94304e-07	0.000211981	4.1683e-11	1.12985e+09		0.00014599	0.0118007	36.0979	63.824	0.0661806
277.4	1245.2	1.94681e-07	0.000212399	4.17728e-11	1.13212e+09		0.000145699	0.0117799	36.076	63.8458	0.0662743
277.3	1245.12	1.95059e-07	0.000212817	4.18629e-11	1.13439e+09		0.000145409	0.0117592	36.0542	63.8676	0.0663681
277.2	1245.03	1.95437e-07	0.000213236	4.19531e-11	1.13667e+09		0.000145119	0.0117385	36.0323	63.8894	0.066462
277.1	1244.95	1.95817e-07	0.000213656	4.20436e-11	1.13895e+09		0.000144829	0.0117178	36.0104	63.9111	0.066556
277	1244.86	1.96197e-07	0.000214077	4.21343e-11	1.14124e+09		0.00014454	0.0116971	35.9886	63.9329	0.0666502
276.9	1244.78	1.96578e-07	0.000214499	4.22252e-11	1.14353e+09		0.000144251	0.0116765	35.9667	63.9547	0.0667445
276.8	1244.69	1.9696e-07	0.000214921	4.23164e-11	1.14583e+09		0.000143963	0.0116559	35.9449	63.9765	0.0668389
276.7	1244.61	1.97342e-07	0.000215345	4.24077e-11	1.14814e+09		0.000143676	0.0116354	35.9231	63.9982	0.0669334
276.6	1244.52	1.97726e-07	0.000215769	4.24993e-11	1.15045e+09		0.000143389	0.0116149	35.9012	64.02	0.0670281
276.5	1244.44	1.9811e-07	0.000216195	4.25911e-11	1.15276e+09		0.000143102	0.0115944	35.8794	64.0417	0.0671229
276.4	1244.35	1.98495e-07	0.000216621	4.26831e-11	1.15508e+09		0.000142816	0.0115739	35.8576	64.0635	0.0672178
276.3	1244.27	1.98881e-07	0.000217049	4.27754e-11	1.15741e+09		0.000142531	0.0115535	35.8358	64.0852	0.0673128
276.2	1244.18	1.99268e-07	0.000217477	4.28678e-11	1.15974e+09		0.000142246	0.0115331	35.814	64.107	0.067408
276.1	1244.09	1.99656e-07	0.000217906	4.29605e-11	1.16208e+09		0.000141962	0.0115127	35.7922	64.1287	0.0675033
276	1244.01	2.00044e-07	0.000218336	4.30535e-11	1.16442e+09		0.000141678	0.0114923	35.7704	64.1504	0.0675987
275.9	1243.92	2.00434e-07	0.000218767	4.31466e-11	1.16677e+09		0.000141395	0.011472	35.7486	64.1721	0.0676943
275.8	1243.84	2.00824e-07	0.000219199	4.324e-11	1.16912e+09		0.000141112	0.0114517	35.7268	64.1938	0.06779
275.7	1243.75	2.01215e-07	0.000219632	4.33336e-11	1.17148e+09		0.000140829	0.0114315	35.705	64.2155	0.0678858
275.6	1243.66	2.01607e-07	0.000220066	4.34275e-11	1.17384e+09		0.000140548	0.0114113	35.6832	64.2372	0.0679818
275.5	1243.57	2.02e-07	0.0002205	4.35216e-11	1.17621e+09		0.000140266	0.0113911	35.6615	64.2589	0.0680778
275.4	1243.49	2.02394e-07	0.000220936	4.36159e-11	1.17859e+09		0.000139985	0.0113709	35.6397	64.2806	0.068174
275.3	1243.4	2.02788e-07	0.000221373	4.37104e-11	1.18097e+09		0.000139705	0.0113508	35.618	64.3023	0.0682704
275.2	1243.31	2.03184e-07	0.00022181	4.38052e-11	1.18335e+09		0.000139425	0.0113307	35.5962	64.3239	0.0683668
275.1	1243.22	2.0358e-07	0.000222249	4.39002e-11	1.18575e+09		0.000139146	0.0113106	35.5745	64.3456	0.0684634
275	1243.14	2.03977e-07	0.000222688	4.39954e-11	1.18814e+09		0.000138867	0.0112906	35.5527	64.3673	0.0685602
274.9	1243.05	2.04375e-07	0.000223129	4.40909e-11	1.19055e+09		0.000138589	0.0112706	35.531	64.3889	0.068657
274.8	1242.96	2.04774e-07	0.00022357	4.41866e-11	1.19296e+09		0.000138311	0.0112506	35.5093	64.4106	0.068754
274.7	1242.87	2.05174e-07	0.000224012	4.42825e-11	1.19537e+09		0.000138034	0.0112306	35.4876	64.4322	0.0688511
274.6	1242.78	2.05575e-07	0.000224456	4.43786e-11	1.19779e+09		0.000137757	0.0112107	35.4659	64.4538	0.0689484
274.5	1242.69	2.05976e-07	0.0002249	4.44751e-11	1.20022e+09		0.000137481	0.0111908	35.4442	64.4755	0.0690457
274.4	1242.61	2.06379e-07	0.000225345	4.45717e-11	1.20265e+09		0.000137205	0.0111709	35.4225	64.4971	0.0691432
274.3	1242.52	2.06782e-07	0.000225791	4.46686e-11	1.20508e+09		0.00013693	0.0111511	35.4008	64.5187	0.0692409
274.2	1242.43	2.07186e-07	0.000226239	4.47657e-11	1.20753e+09		0.000136655	0.0111313	35.3791	64.5403	0.0693386
274.1	1242.34	2.07591e-07	0.000226687	4.4863e-11	1.20997e+09		0.000136381	0.0111115	35.3574	64.5619	0.0694365
274	1242.25	2.07997e-07	0.000227136	4.49606e-11	1.21243e+09		0.000136107	0.0110918	35.3357	64.5835	0.0695346
273.9	1242.16	2.08404e-07	0.000227586	4.50585e-11	1.21489e+09		0.000135834	0.0110721	35.3141	64.6051	0.0696328
273.8	1242.07	2.08812e-07	0.000228037	4.51566e-11	1.21735e+09		0.000135561	0.0110524	35.2924	64.6267	0.0697311
273.7	1241.98	2.09221e-07	0.000228489	4.52549e-11	1.21982e+09		0.000135289	0.0110328	35.2707	64.6483	0.0698295
273.6	1241.89	2.0963e-07	0.000228942	4.53534e-11	1.2223e+09		0.000135017	0.0110131	35.2491	64.6698	0.069928
273.5	1241.8	2.10041e-07	0.000229396	4.54522e-11	1.22478e+09		0.000134746	0.0109935	35.2274	64.6914	0.0700267
273.4	1241.71	2.10452e-07	0.000229851	4.55513e-11	1.22727e+09		0.000134475	0.010974	35.2058	64.713	0.0701256
273.3	1241.62	2.10865e-07	0.000230307	4.56506e-11	1.22977e+09		0.000134205	0.0109544	35.1842	64.7345	0.0702245
273.2	1241.52	2.11278e-07	0.000230764	4.57501e-11	1.23227e+09		0.000133935	0.0109349	35.1626	64.756	0.0703236
273.1	1241.43	2.11692e-07	0.000231222	4.58499e-11	1.23477e+09		0.000133666	0.0109154	35.1409	64.7776	0.0704229
273	1241.34	2.12107e-07	0.000231681	4.59499e-11	1.23729e+09		0.000133397	0.010896	35.1193	64.7991	0.0705222
272.9	1241.25	2.12523e-07	0.000232141	4.60502e-11	1.2398e+09		0.000133129	0.0108766	35.0977	64.8206	0.0706217
272.8	1241.16	2.1294e-07	0.000232602	4.61507e-11	1.24233e+09		0.000132861	0.0108572	35.0761	64.8422	0.0707214
272.7	1241.07	2.13358e-07	0.000233064	4.62515e-11	1.24486e+09		0.000132594	0.0108378	35.0545	64.8637	0.0708211
272.6	1240.98	2.13777e-07	0.000233527	4.63525e-11	1.24739e+09		0.000132327	0.0108185	35.0329	64.8852	0.070921
272.5	1240.88	2.14196e-07	0.000233991	4.64537e-11	1.24993e+09		0.000132061	0.0107992	35.0114	64.9067	0.0710211
272.4	1240.79	2.14617e-07	0.000234456	4.65553e-11	1.25248e+09		0.000131795	0.0107799	34.9898	64.9282	0.0711212
272.3	1240.7	2.15038e-07	0.000234922	4.6657e-11	1.25504e+09		0.000131529	0.0107607	34.9682	64.9497	0.0712215
272.2	1240.61	2.15461e-07	0.000235389	4.6759e-11	1.2576e+09		0.000131264	0.0107415	34.9467	64.9711	0.071322
272.1	1240.51	2.15884e-07	0.000235858	4.68613e-11	1.26016e+09		0.000131	0.0107223	34.9251	64.9926	0.0714225
272	1240.42	2.16309e-07	0.000236327	4.69639e-11	1.26273e+09		0.000130736	0.0107031	34.9036	65.0141	0.0715232
271.9	1240.33	2.16734e-07	0.000236797	4.70666e-11	1.26531e+09		0.000130473	0.010684	34.882	65.0355	0.0716241
271.8	1240.23	2.1716e-07	0.000237268	4.71697e-11	1.26789e+09		0.00013021	0.0106649	34.8605	65.057	0.0717251
271.7	1240.14	2.17587e-07	0.00023774	4.72729e-11	1.27048e+09		0.000129947	0.0106458	34.839	65.0784	0.0718262
271.6	1240.05	2.18015e-07	0.000238213	4.73765e-11	1.27308e+09		0.000129685	0.0106268	34.8174	65.0999	0.0719274
271.5	1239.95	2.18444e-07	0.000238688	4.74803e-11	1.27568e+09		0.000129424	0.0106078	34.7959	65.1213	0.0720288
271.4	1239.86	2.18874e-07	0.000239163	4.75844e-11	1.27829e+09		0.000129163	0.0105888	34.7744	65.1428	0.0721304
271.3	1239.76	2.19306e-07	0.000239639	4.76887e-11	1.28091e+09		0.000128902	0.0105698	34.7529	65.1642	0.0722321
271.2	1239.67	2.19737e-07	0.000240117	4.77932e-11	1.28353e+09		0.000128642	0.0105509	34.7314	65.1856	0.0723338
271.1	1239.57	2.2017e-07	0.000240595	4.78981e-11	1.28615e+09		0.000128382	0.010532	34.7099	65.207	0.0724358
271	1239.48	2.20604e-07	0.000241075	4.80032e-11	1.28879e+09		0.000128123	0.0105131	34.6884	65.2284	0.0725379
270.9	1239.38	2.21039e-07	0.000241555	4.81086e-11	1.29143e+09		0.000127865	0.0104943	34.6669	65.2498	0.0726401
270.8	1239.29	2.21475e-07	0.000242037	4.82142e-11	1.29407e+09		0.000127606	0.0104755	34.6455	65.2712	0.0727424
270.7	1239.19	2.21911e-07	0.00024252	4.832e-11	1.29672e+09		0.000127349	0.0104567	34.624	65.2926	0.0728449
270.6	1239.1	2.22349e-07	0.000243003	4.84262e-11	1.29938e+09		0.000127091	0.0104379	34.6026	65.3139	0.0729475
270.5	1239	2.22788e-07	0.000243488	4.85326e-11	1.30205e+09		0.000126835	0.0104192	34.5811	65.3353	0.0730503
270.4	1238.91	2.23228e-07	0.000243974	4.86393e-11	1.30472e+09		0.000126578	0.0104005	34.5596	65.3567	0.0731532
